cabomxst.shp	Streets: Cabo San Lucas, Mexico, 2010	cc936tf6277	d9a13ab2-b2f6-4930-8d53-03ee9cd4a06a
cabomxpw.shp	Gulf of Cortez: Cabo San Lucas, Mexico, 2010	yq398qy7764	dd68b721-db3c-4ef3-a6a5-bff38476b934
